chapter	kind	path	ext	basename	prefix	in_payload	cleanup_class	delete_reason
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.rescue2.20251105T161809Z.bak	.bak	plot_fig01_early_plateau.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.rescue3.20251105T162439Z.bak	.bak	plot_fig01_early_plateau.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig01_early_plateau.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig02_logistic_calibration.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig02_logistic_calibration.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig02_logistic_calibration.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig02_logistic_calibration.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T204319Z	.20251104T204319Z	plot_fig02_logistic_calibration.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak_20251031T173332Z	.bak_20251031T173332Z	plot_fig02_logistic_calibration.py.bak_20251031T173332Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig02_logistic_calibration.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig02_logistic_calibration.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak_20251031T223650Z	.bak_20251031T223650Z	plot_fig02_logistic_calibration.py.bak_20251031T223650Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.rescue.20251105T160822Z.bak	.bak	plot_fig02_logistic_calibration.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.rescue2.20251105T161809Z.bak	.bak	plot_fig02_logistic_calibration.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.rescue3.20251105T162439Z.bak	.bak	plot_fig02_logistic_calibration.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig02_logistic_calibration.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig03_relative_error_timeline.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig03_relative_error_timeline.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig03_relative_error_timeline.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig03_relative_error_timeline.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.bak.20251104T204319Z	.20251104T204319Z	plot_fig03_relative_error_timeline.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.bak_20251031T173333Z	.bak_20251031T173333Z	plot_fig03_relative_error_timeline.py.bak_20251031T173333Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig03_relative_error_timeline.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig03_relative_error_timeline.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.bak_20251031T223650Z	.bak_20251031T223650Z	plot_fig03_relative_error_timeline.py.bak_20251031T223650Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.rescue.20251105T160822Z.bak	.bak	plot_fig03_relative_error_timeline.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.rescue2.20251105T161809Z.bak	.bak	plot_fig03_relative_error_timeline.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.rescue3.20251105T162439Z.bak	.bak	plot_fig03_relative_error_timeline.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig03_relative_error_timeline.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig04_P_vs_T_evolution.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig04_P_vs_T_evolution.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig04_P_vs_T_evolution.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig04_P_vs_T_evolution.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak.20251104T204319Z	.20251104T204319Z	plot_fig04_P_vs_T_evolution.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251031T173333Z	.bak_20251031T173333Z	plot_fig04_P_vs_T_evolution.py.bak_20251031T173333Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig04_P_vs_T_evolution.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig04_P_vs_T_evolution.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251031T224414Z	.bak_20251031T224414Z	plot_fig04_P_vs_T_evolution.py.bak_20251031T224414Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251031T224607Z	.bak_20251031T224607Z	plot_fig04_P_vs_T_evolution.py.bak_20251031T224607Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251031T224902Z	.bak_20251031T224902Z	plot_fig04_P_vs_T_evolution.py.bak_20251031T224902Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251101T000932Z	.bak_20251101T000932Z	plot_fig04_P_vs_T_evolution.py.bak_20251101T000932Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251101T001424Z	.bak_20251101T001424Z	plot_fig04_P_vs_T_evolution.py.bak_20251101T001424Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251101T001910Z	.bak_20251101T001910Z	plot_fig04_P_vs_T_evolution.py.bak_20251101T001910Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.bak_20251101T002047Z	.bak_20251101T002047Z	plot_fig04_P_vs_T_evolution.py.bak_20251101T002047Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.rescue.20251105T160822Z.bak	.bak	plot_fig04_P_vs_T_evolution.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.rescue2.20251105T161809Z.bak	.bak	plot_fig04_P_vs_T_evolution.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.rescue3.20251105T162439Z.bak	.bak	plot_fig04_P_vs_T_evolution.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig04_P_vs_T_evolution.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig04_P_vs_T_evolution.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig05_I1_vs_T.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig05_I1_vs_T.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig05_I1_vs_T.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig05_I1_vs_T.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.bak.20251104T204319Z	.20251104T204319Z	plot_fig05_I1_vs_T.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.bak_20251031T173334Z	.bak_20251031T173334Z	plot_fig05_I1_vs_T.py.bak_20251031T173334Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig05_I1_vs_T.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig05_I1_vs_T.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.bak_20251031T223650Z	.bak_20251031T223650Z	plot_fig05_I1_vs_T.py.bak_20251031T223650Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.rescue.20251105T160822Z.bak	.bak	plot_fig05_I1_vs_T.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.rescue2.20251105T161809Z.bak	.bak	plot_fig05_I1_vs_T.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.rescue3.20251105T162439Z.bak	.bak	plot_fig05_I1_vs_T.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig05_I1_vs_T.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig05_I1_vs_T.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig06_P_derivative_comparison.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig06_P_derivative_comparison.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig06_P_derivative_comparison.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig06_P_derivative_comparison.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak.20251104T204319Z	.20251104T204319Z	plot_fig06_P_derivative_comparison.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251031T173334Z	.bak_20251031T173334Z	plot_fig06_P_derivative_comparison.py.bak_20251031T173334Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig06_P_derivative_comparison.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig06_P_derivative_comparison.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251031T224414Z	.bak_20251031T224414Z	plot_fig06_P_derivative_comparison.py.bak_20251031T224414Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251031T224607Z	.bak_20251031T224607Z	plot_fig06_P_derivative_comparison.py.bak_20251031T224607Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251031T224902Z	.bak_20251031T224902Z	plot_fig06_P_derivative_comparison.py.bak_20251031T224902Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251101T000932Z	.bak_20251101T000932Z	plot_fig06_P_derivative_comparison.py.bak_20251101T000932Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251101T001424Z	.bak_20251101T001424Z	plot_fig06_P_derivative_comparison.py.bak_20251101T001424Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251101T001910Z	.bak_20251101T001910Z	plot_fig06_P_derivative_comparison.py.bak_20251101T001910Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.bak_20251101T002144Z	.bak_20251101T002144Z	plot_fig06_P_derivative_comparison.py.bak_20251101T002144Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.rescue.20251105T160822Z.bak	.bak	plot_fig06_P_derivative_comparison.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.rescue2.20251105T161809Z.bak	.bak	plot_fig06_P_derivative_comparison.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
1	scripts	scripts/chapter01/plot_fig06_P_derivative_comparison.py.rescue3.20251105T162439Z.bak	.bak	plot_fig06_P_derivative_comparison.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
