chapter	kind	path	ext	basename
1	scripts	_attic_untracked/github_old/20251028T201526Z/scripts/chapter01/plot_fig06_P_derivative_comparison.py.pass11b	.pass11b	plot_fig06_P_derivative_comparison.py.pass11b
1	scripts	_attic_untracked/help_shim_backup_20251106T192653/scripts/chapter01/generate_data_chapter01.py	.py	generate_data_chapter01.py
1	scripts	_attic_untracked/help_shim_backup_20251106T192653/scripts/chapter01/plot_fig01_early_plateau.py	.py	plot_fig01_early_plateau.py
1	scripts	_attic_untracked/help_shim_backup_20251106T192653/scripts/chapter01/plot_fig02_logistic_calibration.py	.py	plot_fig02_logistic_calibration.py
1	scripts	_attic_untracked/help_shim_backup_20251106T192653/scripts/chapter01/plot_fig03_relative_error_timeline.py	.py	plot_fig03_relative_error_timeline.py
1	scripts	_attic_untracked/help_shim_backup_20251106T192653/scripts/chapter01/plot_fig04_P_vs_T_evolution.py	.py	plot_fig04_P_vs_T_evolution.py
1	scripts	_attic_untracked/help_shim_backup_20251106T192653/scripts/chapter01/plot_fig05_I1_vs_T.py	.py	plot_fig05_I1_vs_T.py
1	scripts	_attic_untracked/help_shim_backup_20251106T192653/scripts/chapter01/plot_fig06_P_derivative_comparison.py	.py	plot_fig06_P_derivative_comparison.py
1	scripts	_attic_untracked/migrate_staging/20251028T203441Z/scripts/chapter01/requirements.txt	.txt	requirements.txt
1	scripts	_autofix_sandbox/20251105T145604Z/_attic_untracked/github_old/20251028T201526Z/scripts/chapter01/generate_data_chapter01.py.pass11b	.pass11b	generate_data_chapter01.py.pass11b
1	scripts	_autofix_sandbox/20251105T145604Z/_attic_untracked/github_old/20251028T201526Z/scripts/chapter01/plot_fig01_early_plateau.py.pass11b	.pass11b	plot_fig01_early_plateau.py.pass11b
1	scripts	_autofix_sandbox/20251105T145604Z/_attic_untracked/github_old/20251028T201526Z/scripts/chapter01/plot_fig02_logistic_calibration.py.pass11b	.pass11b	plot_fig02_logistic_calibration.py.pass11b
1	scripts	_autofix_sandbox/20251105T145604Z/_attic_untracked/github_old/20251028T201526Z/scripts/chapter01/plot_fig03_relative_error_timeline.py.pass11b	.pass11b	plot_fig03_relative_error_timeline.py.pass11b
1	scripts	_autofix_sandbox/20251105T145604Z/_attic_untracked/github_old/20251028T201526Z/scripts/chapter01/plot_fig04_P_vs_T_evolution.py.pass11b	.pass11b	plot_fig04_P_vs_T_evolution.py.pass11b
1	scripts	_autofix_sandbox/20251105T145604Z/_attic_untracked/github_old/20251028T201526Z/scripts/chapter01/plot_fig05_I1_vs_T.py.pass11b	.pass11b	plot_fig05_I1_vs_T.py.pass11b
1	scripts	_autofix_sandbox/20251105T145604Z/_attic_untracked/github_old/20251028T201526Z/scripts/chapter01/plot_fig06_P_derivative_comparison.py.pass11b	.pass11b	plot_fig06_P_derivative_comparison.py.pass11b
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/generate_data_chapter01.err	.err	generate_data_chapter01.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/generate_data_chapter01.out	.out	generate_data_chapter01.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig01_early_plateau.err	.err	plot_fig01_early_plateau.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig01_early_plateau.out	.out	plot_fig01_early_plateau.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig02_logistic_calibration.err	.err	plot_fig02_logistic_calibration.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig02_logistic_calibration.out	.out	plot_fig02_logistic_calibration.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig03_relative_error_timeline.err	.err	plot_fig03_relative_error_timeline.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig03_relative_error_timeline.out	.out	plot_fig03_relative_error_timeline.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig04_P_vs_T_evolution.err	.err	plot_fig04_P_vs_T_evolution.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig04_P_vs_T_evolution.out	.out	plot_fig04_P_vs_T_evolution.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig05_I1_vs_T.err	.err	plot_fig05_I1_vs_T.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig05_I1_vs_T.out	.out	plot_fig05_I1_vs_T.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig06_P_derivative_comparison.err	.err	plot_fig06_P_derivative_comparison.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run/scripts/chapter01/plot_fig06_P_derivative_comparison.out	.out	plot_fig06_P_derivative_comparison.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/generate_data_chapter01.err	.err	generate_data_chapter01.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/generate_data_chapter01.out	.out	generate_data_chapter01.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig01_early_plateau.err	.err	plot_fig01_early_plateau.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig01_early_plateau.out	.out	plot_fig01_early_plateau.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig02_logistic_calibration.err	.err	plot_fig02_logistic_calibration.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig02_logistic_calibration.out	.out	plot_fig02_logistic_calibration.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig03_relative_error_timeline.err	.err	plot_fig03_relative_error_timeline.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig03_relative_error_timeline.out	.out	plot_fig03_relative_error_timeline.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig04_P_vs_T_evolution.err	.err	plot_fig04_P_vs_T_evolution.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig04_P_vs_T_evolution.out	.out	plot_fig04_P_vs_T_evolution.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig05_I1_vs_T.err	.err	plot_fig05_I1_vs_T.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig05_I1_vs_T.out	.out	plot_fig05_I1_vs_T.out
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig06_P_derivative_comparison.err	.err	plot_fig06_P_derivative_comparison.err
1	scripts	_autofix_sandbox/20251105T145604Z/zz-out/pass14_run2/scripts/chapter01/plot_fig06_P_derivative_comparison.out	.out	plot_fig06_P_derivative_comparison.out
1	scripts	_autofix_sandbox/20251105T145604Z/scripts/chapter01/__pycache__/generate_data_chapter01.cpython-312.pyc	.pyc	generate_data_chapter01.cpython-312.pyc
1	scripts	_autofix_sandbox/20251105T145604Z/scripts/chapter01/__pycache__/plot_fig01_early_plateau.cpython-312.pyc	.pyc	plot_fig01_early_plateau.cpython-312.pyc
1	scripts	_autofix_sandbox/20251105T145604Z/scripts/chapter01/__pycache__/plot_fig02_logistic_calibration.cpython-312.pyc	.pyc	plot_fig02_logistic_calibration.cpython-312.pyc
1	scripts	_autofix_sandbox/20251105T145604Z/scripts/chapter01/__pycache__/plot_fig03_relative_error_timeline.cpython-312.pyc	.pyc	plot_fig03_relative_error_timeline.cpython-312.pyc
1	scripts	_autofix_sandbox/20251105T145604Z/scripts/chapter01/__pycache__/plot_fig04_P_vs_T_evolution.cpython-312.pyc	.pyc	plot_fig04_P_vs_T_evolution.cpython-312.pyc
1	scripts	_autofix_sandbox/20251105T145604Z/scripts/chapter01/__pycache__/plot_fig05_I1_vs_T.cpython-312.pyc	.pyc	plot_fig05_I1_vs_T.cpython-312.pyc
1	scripts	_autofix_sandbox/20251105T145604Z/scripts/chapter01/__pycache__/plot_fig06_P_derivative_comparison.cpython-312.pyc	.pyc	plot_fig06_P_derivative_comparison.cpython-312.pyc
1	scripts	_tmp/patch_cli_v1/scripts/chapter01/plot_fig01_early_plateau.py	.py	plot_fig01_early_plateau.py
1	scripts	_tmp/patch_cli_v1/scripts/chapter01/plot_fig02_logistic_calibration.py	.py	plot_fig02_logistic_calibration.py
1	scripts	_tmp/patch_cli_v1/scripts/chapter01/plot_fig03_relative_error_timeline.py	.py	plot_fig03_relative_error_timeline.py
1	scripts	_tmp/patch_cli_v1/scripts/chapter01/plot_fig04_P_vs_T_evolution.py	.py	plot_fig04_P_vs_T_evolution.py
1	scripts	_tmp/patch_cli_v1/scripts/chapter01/plot_fig05_I1_vs_T.py	.py	plot_fig05_I1_vs_T.py
1	scripts	_tmp/patch_cli_v1/scripts/chapter01/plot_fig06_P_derivative_comparison.py	.py	plot_fig06_P_derivative_comparison.py
1	scripts	_tmp/patch_savefig_v1b/scripts/chapter01/plot_fig01_early_plateau.py	.py	plot_fig01_early_plateau.py
1	scripts	_tmp/patch_savefig_v1b/scripts/chapter01/plot_fig02_logistic_calibration.py	.py	plot_fig02_logistic_calibration.py
1	scripts	_tmp/patch_savefig_v1b/scripts/chapter01/plot_fig03_relative_error_timeline.py	.py	plot_fig03_relative_error_timeline.py
1	scripts	_tmp/patch_savefig_v1b/scripts/chapter01/plot_fig04_P_vs_T_evolution.py	.py	plot_fig04_P_vs_T_evolution.py
1	scripts	_tmp/patch_savefig_v1b/scripts/chapter01/plot_fig05_I1_vs_T.py	.py	plot_fig05_I1_vs_T.py
1	scripts	_tmp/patch_savefig_v1b/scripts/chapter01/plot_fig06_P_derivative_comparison.py	.py	plot_fig06_P_derivative_comparison.py
1	scripts	zz-out/pass14_run/scripts/chapter01/generate_data_chapter01.err	.err	generate_data_chapter01.err
1	scripts	zz-out/pass14_run/scripts/chapter01/generate_data_chapter01.out	.out	generate_data_chapter01.out
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig01_early_plateau.err	.err	plot_fig01_early_plateau.err
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig01_early_plateau.out	.out	plot_fig01_early_plateau.out
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig02_logistic_calibration.err	.err	plot_fig02_logistic_calibration.err
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig02_logistic_calibration.out	.out	plot_fig02_logistic_calibration.out
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig03_relative_error_timeline.err	.err	plot_fig03_relative_error_timeline.err
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig03_relative_error_timeline.out	.out	plot_fig03_relative_error_timeline.out
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig04_P_vs_T_evolution.err	.err	plot_fig04_P_vs_T_evolution.err
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig04_P_vs_T_evolution.out	.out	plot_fig04_P_vs_T_evolution.out
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig05_I1_vs_T.err	.err	plot_fig05_I1_vs_T.err
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig05_I1_vs_T.out	.out	plot_fig05_I1_vs_T.out
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig06_P_derivative_comparison.err	.err	plot_fig06_P_derivative_comparison.err
1	scripts	zz-out/pass14_run/scripts/chapter01/plot_fig06_P_derivative_comparison.out	.out	plot_fig06_P_derivative_comparison.out
1	scripts	zz-out/pass14_run2/scripts/chapter01/generate_data_chapter01.err	.err	generate_data_chapter01.err
1	scripts	zz-out/pass14_run2/scripts/chapter01/generate_data_chapter01.out	.out	generate_data_chapter01.out
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig01_early_plateau.err	.err	plot_fig01_early_plateau.err
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig01_early_plateau.out	.out	plot_fig01_early_plateau.out
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig02_logistic_calibration.err	.err	plot_fig02_logistic_calibration.err
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig02_logistic_calibration.out	.out	plot_fig02_logistic_calibration.out
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig03_relative_error_timeline.err	.err	plot_fig03_relative_error_timeline.err
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig03_relative_error_timeline.out	.out	plot_fig03_relative_error_timeline.out
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig04_P_vs_T_evolution.err	.err	plot_fig04_P_vs_T_evolution.err
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig04_P_vs_T_evolution.out	.out	plot_fig04_P_vs_T_evolution.out
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig05_I1_vs_T.err	.err	plot_fig05_I1_vs_T.err
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig05_I1_vs_T.out	.out	plot_fig05_I1_vs_T.out
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig06_P_derivative_comparison.err	.err	plot_fig06_P_derivative_comparison.err
1	scripts	zz-out/pass14_run2/scripts/chapter01/plot_fig06_P_derivative_comparison.out	.out	plot_fig06_P_derivative_comparison.out
1	scripts	scripts/chapter01/__pycache__/generate_data_chapter01.cpython-312.pyc	.pyc	generate_data_chapter01.cpython-312.pyc
1	scripts	scripts/chapter01/__pycache__/plot_fig01_early_plateau.cpython-312.pyc	.pyc	plot_fig01_early_plateau.cpython-312.pyc
1	scripts	scripts/chapter01/__pycache__/plot_fig02_logistic_calibration.cpython-312.pyc	.pyc	plot_fig02_logistic_calibration.cpython-312.pyc
1	scripts	scripts/chapter01/__pycache__/plot_fig03_relative_error_timeline.cpython-312.pyc	.pyc	plot_fig03_relative_error_timeline.cpython-312.pyc
1	scripts	scripts/chapter01/__pycache__/plot_fig04_P_vs_T_evolution.cpython-312.pyc	.pyc	plot_fig04_P_vs_T_evolution.cpython-312.pyc
1	scripts	scripts/chapter01/__pycache__/plot_fig05_I1_vs_T.cpython-312.pyc	.pyc	plot_fig05_I1_vs_T.cpython-312.pyc
1	scripts	scripts/chapter01/__pycache__/plot_fig06_P_derivative_comparison.cpython-312.pyc	.pyc	plot_fig06_P_derivative_comparison.cpython-312.pyc
1	scripts	scripts/chapter01/generate_data_chapter01.py	.py	generate_data_chapter01.py
1	scripts	scripts/chapter01/generate_data_chapter01.py.bak	.bak	generate_data_chapter01.py.bak
1	scripts	scripts/chapter01/generate_data_chapter01.py.bak.20251104T204319Z	.20251104T204319Z	generate_data_chapter01.py.bak.20251104T204319Z
1	scripts	scripts/chapter01/generate_data_chapter01.py.bak.20251104T204632Z	.20251104T204632Z	generate_data_chapter01.py.bak.20251104T204632Z
1	scripts	scripts/chapter01/generate_data_chapter01.py.bak.20251104T204932Z	.20251104T204932Z	generate_data_chapter01.py.bak.20251104T204932Z
1	scripts	scripts/chapter01/generate_data_chapter01.py.bak_20251031T173332Z	.bak_20251031T173332Z	generate_data_chapter01.py.bak_20251031T173332Z
1	scripts	scripts/chapter01/generate_data_chapter01.py.bak_20251031T204500Z	.bak_20251031T204500Z	generate_data_chapter01.py.bak_20251031T204500Z
1	scripts	scripts/chapter01/generate_data_chapter01.py.bak_20251031T204856Z	.bak_20251031T204856Z	generate_data_chapter01.py.bak_20251031T204856Z
1	scripts	scripts/chapter01/generate_data_chapter01.py.rescue.20251105T160822Z.bak	.bak	generate_data_chapter01.py.rescue.20251105T160822Z.bak
1	scripts	scripts/chapter01/generate_data_chapter01.py.rescue2.20251105T161809Z.bak	.bak	generate_data_chapter01.py.rescue2.20251105T161809Z.bak
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py	.py	plot_fig01_early_plateau.py
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig01_early_plateau.py.bak.20251104T200532Z
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig01_early_plateau.py.bak.20251104T202139Z
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig01_early_plateau.py.bak.20251104T202456Z
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig01_early_plateau.py.bak.20251104T203914Z
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.bak_20251031T173332Z	.bak_20251031T173332Z	plot_fig01_early_plateau.py.bak_20251031T173332Z
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig01_early_plateau.py.bak_20251031T204500Z
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig01_early_plateau.py.bak_20251031T204856Z
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.rescue.20251105T160822Z.bak	.bak	plot_fig01_early_plateau.py.rescue.20251105T160822Z.bak
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.rescue2.20251105T161809Z.bak	.bak	plot_fig01_early_plateau.py.rescue2.20251105T161809Z.bak
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.rescue3.20251105T162439Z.bak	.bak	plot_fig01_early_plateau.py.rescue3.20251105T162439Z.bak
1	scripts	scripts/chapter01/plot_fig01_early_plateau.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig01_early_plateau.py.rescue3b.20251105T162818Z.bak
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py	.py	plot_fig02_logistic_calibration.py
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig02_logistic_calibration.py.bak.20251104T200532Z
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig02_logistic_calibration.py.bak.20251104T202139Z
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig02_logistic_calibration.py.bak.20251104T202456Z
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig02_logistic_calibration.py.bak.20251104T203914Z
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak.20251104T204319Z	.20251104T204319Z	plot_fig02_logistic_calibration.py.bak.20251104T204319Z
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak_20251031T173332Z	.bak_20251031T173332Z	plot_fig02_logistic_calibration.py.bak_20251031T173332Z
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig02_logistic_calibration.py.bak_20251031T204500Z
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig02_logistic_calibration.py.bak_20251031T204856Z
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.bak_20251031T223650Z	.bak_20251031T223650Z	plot_fig02_logistic_calibration.py.bak_20251031T223650Z
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.rescue.20251105T160822Z.bak	.bak	plot_fig02_logistic_calibration.py.rescue.20251105T160822Z.bak
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.rescue2.20251105T161809Z.bak	.bak	plot_fig02_logistic_calibration.py.rescue2.20251105T161809Z.bak
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.rescue3.20251105T162439Z.bak	.bak	plot_fig02_logistic_calibration.py.rescue3.20251105T162439Z.bak
1	scripts	scripts/chapter01/plot_fig02_logistic_calibration.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig02_logistic_calibration.py.rescue3b.20251105T162818Z.bak
1	scripts	scripts/chapter01/plot_fig03_relative_error_timeline.py	.py	plot_fig03_relative_error_timeline.py
